,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
18155,,31.0,6.365248226950355,,,,37.35,-122.06
18156,6.0777,35.0,5.918681318681319,,1343.0,2.951648351648352,,-122.06
18157,4.9087,32.0,,0.9948364888123924,1160.0,1.9965576592082617,,-122.06
18158,,23.0,5.950173812282735,,2351.0,2.724217844727694,37.37,-122.04
18159,,,,0.9556786703601108,948.0,2.6260387811634347,,
18160,6.837,20.0,,1.0096774193548388,767.0,2.4741935483870967,37.35,-122.04
18161,,29.0,,,679.0,2.4424460431654675,37.36,-122.05
18162,6.8753,26.0,,0.9745762711864406,1241.0,2.6292372881355934,,-122.04
18163,6.6085,27.0,,1.0907590759075907,,2.536303630363036,37.37,-122.05
18164,4.4699,16.0,,,1369.0,1.8934993084370677,,-122.03
18165,5.8779,17.0,5.155979202772963,1.0537261698440208,1465.0,2.538994800693241,,-122.02
18166,,18.0,4.5055350553505535,,507.0,1.8708487084870848,37.35,-122.02
18167,3.5154,19.0,,1.0641803989592369,1930.0,1.673894189071986,37.35,
18168,3.5861,16.0,3.261744966442953,1.1438159156279961,1479.0,1.4180249280920423,37.37,-122.03
18169,3.9038,21.0,3.5863570391872277,,1486.0,2.1567489114658924,37.36,-122.02
18170,4.7609,25.0,5.415143603133159,,1273.0,3.3237597911227152,,-122.02
18171,4.2061,16.0,3.4104938271604937,1.0925925925925926,499.0,1.5401234567901234,37.36,
18172,4.9671,24.0,4.188725490196078,1.071078431372549,892.0,2.1862745098039214,37.36,-122.02
18173,6.6329,25.0,,,1267.0,2.9741784037558685,37.36,-122.01
18174,7.1273,21.0,5.856132075471698,0.9339622641509434,1194.0,2.8160377358490565,37.36,
18175,4.5,16.0,4.895915678524374,1.2068511198945981,1551.0,2.0434782608695654,,-122.01
18176,6.7718,,5.251173708920188,1.016431924882629,1158.0,2.7183098591549295,37.36,-122.0
18177,8.6155,17.0,,1.010909090909091,797.0,2.898181818181818,37.36,-122.0
18178,3.4238,25.0,4.162544169611308,1.1177856301531213,,2.214369846878681,37.36,-122.0
18179,3.8464,17.0,,1.0689230769230769,3539.0,2.1778461538461538,37.36,-122.0
18180,3.0047,9.0,,1.0405405405405406,1430.0,1.9324324324324325,,
18181,4.6957,41.0,4.880459770114943,,1032.0,2.372413793103448,37.37,-122.03
18182,3.8125,30.0,,,556.0,2.0902255639097747,37.37,
18183,,42.0,4.3604651162790695,,616.0,2.387596899224806,37.37,-122.04
18184,5.0453,33.0,5.731808731808732,,1201.0,2.496881496881497,,
18185,4.2028,38.0,,1.0700389105058365,,2.953307392996109,37.38,-122.04
18186,3.8732,21.0,3.668500687757909,1.0976616231086658,1433.0,1.9711141678129298,37.38,-122.03
18187,,43.0,,0.9519519519519519,,2.5105105105105103,37.38,-122.02
18188,4.505,32.0,3.5763546798029555,,,,37.38,-122.01
18189,,8.0,4.278404815650865,1.1203912716328066,3250.0,2.4454477050413845,37.37,-122.02
18190,4.1847,11.0,3.8308383233532934,,1309.0,1.9595808383233533,37.37,-122.01
18191,7.2165,25.0,5.674358974358975,0.9230769230769231,1066.0,2.7333333333333334,,
18192,3.7045,16.0,3.972299168975069,1.0304709141274238,804.0,2.227146814404432,,-122.0
18193,4.4107,22.0,,1.1735849056603773,,,37.39,-122.03
18194,3.2574,32.0,3.718503937007874,,1321.0,2.6003937007874014,37.38,-122.02
18195,,26.0,2.844141069397042,1.0944254835039817,2374.0,,,-122.01
18196,5.6447,36.0,5.3261455525606465,0.9730458221024259,1348.0,3.6334231805929917,,-122.01
18197,5.791,36.0,5.004048582995951,0.9271255060728745,,3.562753036437247,37.39,-122.0
18198,4.0223,34.0,4.0,1.0,1994.0,3.0676923076923077,,-122.03
18199,4.35,35.0,,1.0662650602409638,1475.0,,37.4,-122.02
18200,,16.0,,1.0272614622057001,1769.0,,37.39,
18201,,35.0,4.621730382293762,,1428.0,2.8732394366197185,37.39,-122.02
18202,4.7685,5.0,4.331352154531946,,3959.0,1.9608717186726101,,-122.04
18203,3.5649,23.0,3.695150115473441,1.0473441108545034,2029.0,2.3429561200923787,,-122.05
18204,4.072,24.0,4.781065088757397,0.9881656804733728,1367.0,2.6962524654832345,,-122.05
18205,5.4351,29.0,,0.9714285714285714,816.0,2.3314285714285714,37.38,-122.05
18206,,,3.5479338842975205,1.0512396694214876,2389.0,1.9743801652892563,37.38,-122.06
18207,3.4028,27.0,3.7062068965517243,1.0593103448275862,1362.0,1.8786206896551725,,-122.05
18208,4.4531,,,1.0649350649350648,,,37.39,-122.05
18209,4.3351,21.0,,1.0570117955439056,7273.0,2.38302752293578,37.4,-122.06
18210,3.75,26.0,4.5,1.0,8.0,2.0,,-122.06
18211,3.6875,22.0,4.510948905109489,1.0583941605839415,,1.5072992700729928,,-122.06
18212,4.2188,20.0,4.552878179384203,,1497.0,2.004016064257028,,
18213,,,,,,,37.38,
18214,6.1299,18.0,4.53037037037037,0.9792592592592593,1377.0,2.04,,-122.06
18215,,20.0,4.694006309148265,,1227.0,1.9353312302839116,37.38,-122.06
18216,4.712,19.0,,0.991304347826087,646.0,1.872463768115942,37.39,-122.07
18217,5.9291,23.0,,1.0128205128205128,,2.391025641025641,37.4,-122.08
18218,3.7359,16.0,4.598079561042524,1.1152263374485596,,1.9753086419753085,,-122.07
18219,5.7657,26.0,,1.0321100917431192,815.0,3.738532110091743,37.41,-122.07
18220,,,4.135021097046414,,943.0,1.3263009845288327,37.4,-122.07
18221,4.1544,19.0,4.791666666666667,1.153225806451613,,2.202956989247312,37.4,
18222,5.806,25.0,,1.0689655172413792,999.0,3.1316614420062696,37.4,-122.08
18223,,20.0,4.348623853211009,1.0458715596330275,1069.0,2.4518348623853212,37.41,
18224,5.1408,36.0,4.12303664921466,,1036.0,2.712041884816754,,-122.09
18225,5.4721,33.0,,1.0520231213872833,,2.4979355904211396,,-122.1
18226,2.8203,8.0,,0.9303370786516854,856.0,,,-122.09
18227,4.2463,14.0,4.921568627450981,1.261437908496732,421.0,2.7516339869281046,37.41,-122.09
18228,3.575,18.0,3.5566265060240965,,838.0,2.019277108433735,37.41,-122.09
18229,3.5179,,3.168085106382979,0.9276595744680851,662.0,1.4085106382978723,,-122.09
18230,3.4375,17.0,4.155555555555556,1.0222222222222221,412.0,2.2888888888888888,37.4,-122.09
18231,3.8003,23.0,,1.0756663800515907,2699.0,2.3207222699914016,,-122.09
18232,3.4198,27.0,,,2764.0,1.8650472334682862,37.41,-122.11
18233,3.2875,26.0,3.3381742738589213,1.0591286307053942,2087.0,2.1649377593360994,,
18234,3.4868,,,1.0644567219152854,2314.0,2.130755064456722,37.4,
18235,4.3077,23.0,3.4683794466403164,1.0039525691699605,1374.0,2.7154150197628457,37.4,-122.1
18236,3.9091,19.0,,,1009.0,,,-122.1
18237,4.1875,16.0,,,1173.0,2.485169491525424,37.4,-122.11
18238,4.6591,15.0,,0.8513513513513513,,1.864864864864865,37.4,-122.11
18239,3.1736,23.0,2.495145631067961,1.0194174757281553,367.0,1.7815533980582525,37.4,-122.1
18240,2.5208,,3.9081632653061225,,448.0,2.2857142857142856,37.4,
18241,,43.0,,1.07,,2.058,37.39,-122.09
18242,3.725,30.0,,0.9477756286266924,1057.0,2.044487427466151,37.39,
18243,3.6742,24.0,3.7154850746268657,1.0503731343283582,,2.467350746268657,,-122.09
18244,2.8438,44.0,3.745,,848.0,2.12,37.39,-122.08
18245,,46.0,4.495967741935484,,543.0,2.189516129032258,,-122.08
18246,4.8036,4.0,3.9246575342465753,1.0359589041095891,1050.0,1.797945205479452,37.39,-122.08
18247,3.5045,30.0,3.791946308724832,1.0738255033557047,,2.0850111856823266,,-122.07
18248,5.0131,37.0,,0.9598393574297188,589.0,2.3654618473895583,37.39,-122.07
18249,4.5644,26.0,4.47887323943662,,,1.9788732394366197,37.38,
18250,4.5833,39.0,4.911111111111111,1.0733333333333333,1023.0,2.2733333333333334,37.39,-122.08
18251,3.5909,31.0,,1.0066225165562914,591.0,1.9569536423841059,,-122.1
18252,5.0871,36.0,5.081967213114754,,794.0,,37.39,
18253,2.7279,34.0,3.404063205417607,1.090293453724605,774.0,1.747178329571106,37.39,
18254,,,,0.9560975609756097,475.0,2.317073170731707,37.39,-122.09
18255,6.2884,,,0.957983193277311,849.0,,,-122.09
18256,6.1995,36.0,6.309756097560975,,1055.0,2.573170731707317,37.38,-122.09
18257,3.4042,33.0,,1.1342512908777969,1496.0,2.5748709122203097,37.38,-122.08
18258,5.0086,36.0,5.101190476190476,0.9285714285714286,448.0,2.6666666666666665,37.38,-122.08
18259,5.0796,36.0,,0.9949748743718593,485.0,2.437185929648241,37.38,-122.08
18260,,,6.109375,,348.0,2.71875,37.38,-122.08
18261,7.1108,29.0,,0.9896907216494846,,3.6443298969072164,37.37,
18262,6.8374,27.0,6.972527472527473,1.021978021978022,464.0,2.5494505494505493,,-122.09
18263,5.2971,,6.386430678466077,1.047197640117994,776.0,,37.37,-122.09
18264,3.3917,25.0,,1.3103448275862069,368.0,2.1149425287356323,37.38,-122.08
18265,4.8021,22.0,4.94750656167979,0.9540682414698163,1657.0,2.174540682414698,37.37,
18266,,30.0,7.216216216216216,1.0,1097.0,2.6953316953316953,37.37,
18267,7.5,21.0,,,1158.0,2.7903614457831325,,-122.07
18268,6.8268,,6.797665369649805,0.9727626459143969,662.0,2.575875486381323,,
18269,10.0346,28.0,8.134038800705467,1.072310405643739,1686.0,2.9735449735449735,,-122.07
18270,9.281,31.0,7.131233595800525,0.9868766404199475,,,37.36,-122.08
18271,5.0222,37.0,6.2,0.952,805.0,3.22,,-122.09
18272,,37.0,,1.0124610591900312,930.0,,,-122.09
18273,,28.0,9.163865546218487,1.1932773109243697,728.0,3.0588235294117645,,-122.08
18274,8.758,30.0,7.338129496402877,1.0575539568345325,787.0,2.8309352517985613,37.35,
18275,5.4659,33.0,5.592592592592593,,495.0,2.2916666666666665,37.34,-122.07
18276,7.3561,35.0,6.6971428571428575,1.0514285714285714,512.0,,,
18277,,35.0,,0.9951456310679612,,3.004854368932039,,-122.07
18278,,35.0,8.056122448979592,,570.0,2.9081632653061225,37.35,-122.07
18279,7.7068,35.0,,,548.0,2.8994708994708995,,-122.08
18280,10.1007,,7.843220338983051,,,2.6737288135593222,,-122.07
18281,10.5142,23.0,7.683431952662722,,922.0,2.727810650887574,37.34,-122.08
18282,,28.0,8.014634146341463,1.053658536585366,594.0,2.897560975609756,37.34,-122.08
18283,10.3591,33.0,,1.0095541401273886,832.0,2.6496815286624202,37.35,-122.08
18284,7.5655,37.0,6.9798994974874375,,1577.0,2.641541038525963,37.38,-122.1
18285,8.3924,37.0,,1.0172413793103448,945.0,,37.37,
18286,8.1064,40.0,6.446376811594203,1.0260869565217392,929.0,2.692753623188406,37.37,-122.1
18287,,22.0,7.898395721925134,1.0427807486631016,520.0,2.7807486631016043,37.37,-122.11
18288,7.8177,36.0,6.75046904315197,0.9380863039399625,1296.0,,37.38,-122.11
18289,,,,1.106153846153846,1329.0,2.0446153846153847,37.38,-122.11
18290,7.2045,49.0,6.245614035087719,1.1111111111111112,410.0,2.3976608187134505,37.37,-122.11
18291,8.9021,18.0,,,555.0,2.5,,-122.12
18292,,31.0,5.896049896049896,,,2.365904365904366,37.4,-122.11
18293,,36.0,6.666666666666667,1.0481927710843373,655.0,2.6305220883534135,37.39,-122.11
18294,7.6229,35.0,,1.0204678362573099,881.0,2.5760233918128654,,-122.1
18295,7.0245,31.0,6.581005586592179,1.1312849162011174,921.0,2.5726256983240225,,-122.12
18296,8.9172,34.0,7.107784431137724,,1336.0,2.6666666666666665,37.39,-122.12
18297,,34.0,,1.09,504.0,2.52,37.38,-122.12
18298,10.3894,32.0,7.320833333333334,0.9854166666666667,1583.0,3.2979166666666666,,-122.12
18299,,29.0,5.146883005977797,1.0204953031596926,2687.0,2.294619982920581,,-122.13
18300,5.4063,36.0,5.378651685393258,1.0112359550561798,2039.0,,,
18301,6.4588,35.0,,0.9838337182448037,,2.191685912240185,,-122.14
18302,4.15,46.0,4.03921568627451,,134.0,2.627450980392157,,-122.14
18303,3.5364,36.0,4.002010050251256,1.050251256281407,2251.0,2.2623115577889448,,-122.13
18304,5.3727,33.0,,1.0619621342512908,1250.0,2.1514629948364887,,-122.12
18305,,35.0,6.661710037174721,0.9944237918215614,1405.0,2.6115241635687734,37.43,-122.11
18306,7.313,35.0,7.061482820976492,1.0216998191681737,1562.0,2.824593128390597,,
18307,6.4949,32.0,5.662962962962963,1.1018518518518519,1267.0,2.346296296296296,37.42,-122.11
18308,,35.0,6.381176470588235,1.0070588235294118,1084.0,2.550588235294118,37.41,-122.11
18309,6.0884,33.0,,,659.0,2.3368794326241136,37.41,-122.11
18310,5.2803,35.0,4.710982658959537,1.0269749518304432,,2.2870905587668595,,-122.12
18311,,36.0,4.984703632887189,1.0535372848948374,1165.0,2.2275334608030595,,-122.12
18312,5.2114,40.0,5.338485316846986,1.001545595054096,1498.0,2.3153013910355487,37.43,-122.13
18313,4.7375,32.0,5.553030303030303,1.1085858585858586,1799.0,2.2714646464646466,,
18314,,36.0,5.59581881533101,0.9634146341463414,1455.0,2.534843205574913,,-122.12
18315,5.485,33.0,,1.0595238095238095,,2.4404761904761907,,
18316,,42.0,5.1068376068376065,0.9871794871794872,,2.448717948717949,37.44,
18317,4.875,33.0,,,748.0,2.791044776119403,37.44,-122.12
18318,5.6413,35.0,5.361702127659575,0.9281914893617021,1023.0,2.720744680851064,,-122.11
18319,,33.0,5.210862619808307,1.0670926517571886,1411.0,2.253993610223642,,-122.12
18320,6.7257,37.0,,1.0,933.0,2.8102409638554215,37.45,-122.13
18321,,37.0,6.247572815533981,0.9563106796116505,510.0,,,-122.13
18322,6.6354,,6.3893280632411065,1.0671936758893281,1251.0,,37.45,-122.13
18323,9.1508,43.0,,,1088.0,2.548009367681499,37.44,-122.13
18324,5.9277,38.0,,1.0022421524663676,1148.0,,37.44,-122.13
18325,10.3942,39.0,8.089285714285714,,353.0,3.1517857142857144,,
18326,,52.0,,1.095,441.0,2.205,,-122.16
18327,,52.0,6.961389961389961,,683.0,2.637065637065637,,-122.15
18328,7.8647,52.0,7.112962962962963,0.9944444444444445,1391.0,2.575925925925926,,-122.14
18329,6.767,52.0,6.454268292682927,1.076219512195122,734.0,2.2378048780487805,37.45,
18330,8.7051,48.0,,1.064516129032258,700.0,2.5089605734767026,37.45,
18331,,,7.573333333333333,1.2133333333333334,219.0,2.92,,-122.15
18332,4.2297,47.0,3.8737419945105214,1.0576395242451968,1808.0,1.6541628545288198,37.45,
18333,,19.0,2.847741935483871,1.0451612903225806,,1.6825806451612904,37.45,
18334,4.5987,37.0,3.5901840490797547,1.0723926380368098,1363.0,1.6723926380368097,37.45,-122.16
18335,4.2972,34.0,4.133458646616542,,1193.0,2.242481203007519,37.44,
18336,7.2543,52.0,,1.035598705501618,774.0,2.504854368932039,,-122.15
18337,4.9861,,6.167400881057269,0.9559471365638766,522.0,2.299559471365639,37.44,-122.15
18338,6.1655,,7.072727272727272,,708.0,2.5745454545454547,,-122.15
18339,6.6756,52.0,,1.1116389548693586,1114.0,2.646080760095012,,-122.14
18340,8.2664,,6.63481228668942,,696.0,2.3754266211604094,,-122.14
18341,12.5902,,7.021164021164021,1.0052910052910053,,2.4708994708994707,37.43,
18342,6.5829,52.0,5.554216867469879,0.9116465863453815,551.0,2.21285140562249,37.43,-122.14
18343,5.0203,47.0,5.591397849462366,1.053763440860215,1149.0,2.470967741935484,37.43,-122.15
18344,3.9243,44.0,4.2764423076923075,,1779.0,2.1382211538461537,,-122.15
18345,4.0686,18.0,3.433333333333333,0.9383333333333334,1144.0,1.9066666666666667,37.43,
18346,1.9045,20.0,3.2624686542212316,1.0080802451936473,,2.118696015603232,,-122.15
18347,11.0492,34.0,,,2571.0,4.42512908777969,37.42,-122.16
18348,,15.0,7.079670329670329,0.989010989010989,979.0,2.6895604395604398,,-122.15
18349,4.0972,24.0,4.130526315789473,1.2021052631578948,7174.0,,37.43,-122.17
18350,,,5.436781609195402,1.1839080459770115,,4.126436781609195,37.41,-122.15
18351,,21.0,8.837606837606838,1.0,323.0,2.7606837606837606,,-122.18
18352,,27.0,,1.0440097799511003,,3.0513447432762835,,-122.13
18353,10.7355,37.0,,0.9526315789473684,549.0,2.889473684210526,37.37,
18354,,34.0,8.75,1.0166666666666666,511.0,2.838888888888889,37.36,
18355,11.806,30.0,8.838842975206612,1.0743801652892562,742.0,3.0661157024793386,37.37,-122.13
18356,10.4277,26.0,8.508928571428571,,951.0,2.830357142857143,,
18357,9.3586,32.0,7.129353233830845,0.9900497512437811,498.0,2.4776119402985075,37.36,-122.1
18358,8.5294,,8.186507936507937,,676.0,2.6825396825396823,37.36,-122.1
18359,,,6.8773946360153255,1.0919540229885059,791.0,3.0306513409961684,37.35,-122.09
18360,10.0259,30.0,8.344444444444445,,501.0,2.783333333333333,,-122.09
18361,,23.0,,1.0073152889539136,3840.0,2.809070958302853,37.36,-122.14
18362,,23.0,8.219827586206897,,,,,-122.15
18363,13.8093,7.0,,,84.0,2.896551724137931,37.31,-122.11
18364,8.6196,11.0,5.8133333333333335,0.9333333333333333,,2.8266666666666667,37.29,
18365,5.8691,21.0,6.232142857142857,1.1428571428571428,149.0,2.6607142857142856,37.28,
18366,,21.0,6.1,0.9,182.0,2.6,37.24,-122.08
18367,5.8596,37.0,6.7936507936507935,,1534.0,2.7054673721340388,,-122.01
18368,5.3468,42.0,6.364321608040201,1.0879396984924623,957.0,2.4045226130653266,37.16,-121.98
18369,5.2366,43.0,,1.244,570.0,2.28,37.16,
18370,5.7415,37.0,6.424581005586592,,511.0,2.8547486033519553,37.13,-121.93
18371,3.506,24.0,,,2981.0,3.0574358974358975,,-121.88
18372,4.4004,24.0,5.706373292867982,1.0349013657056145,3970.0,3.0121396054628224,,-121.9
18373,,18.0,6.906577693040991,,2893.0,2.757864632983794,,
18374,5.8904,24.0,,1.0276073619631902,1936.0,,,-121.86
18375,7.7201,21.0,7.75375,,2494.0,3.1175,37.22,-121.85
18376,8.4262,14.0,8.288235294117648,,,3.3544117647058824,37.21,-121.89
18377,8.3837,6.0,,1.055360281195079,3637.0,,37.18,-121.84
18378,8.0595,,8.18840579710145,,1052.0,,,
18379,7.6933,26.0,7.592885375494071,0.9881422924901185,725.0,2.8656126482213438,,-121.87
18380,9.1974,23.0,,0.9651898734177216,,,37.21,
18381,9.08,18.0,,1.0082644628099173,382.0,3.15702479338843,,-121.87
18382,,,6.532121212121212,1.0945454545454545,2232.0,2.7054545454545456,,-121.83
18383,4.5417,45.0,,1.0782918149466192,870.0,3.096085409252669,,-121.8
18384,,15.0,8.10074074074074,1.0014814814814814,2221.0,3.29037037037037,37.21,-121.84
18385,6.8333,6.0,,1.0891840607210626,1554.0,,37.2,-121.83
18386,7.7738,,7.237333333333333,,1259.0,3.3573333333333335,37.21,
18387,8.1988,16.0,7.338809034907597,0.9568788501026694,,3.086242299794661,37.23,
18388,8.19,,8.240170031880977,1.0371944739638683,3094.0,3.287991498405951,37.23,-121.89
18389,8.3065,14.0,,1.0567296996662958,2782.0,3.0945494994438265,,
18390,,19.0,7.499490316004078,0.981651376146789,,3.076452599388379,37.23,-121.87
18391,6.7064,16.0,7.796690307328605,,,3.645390070921986,,-121.87
18392,7.5845,,,,,2.9670781893004117,37.27,-121.87
18393,5.6139,19.0,6.8088235294117645,0.9852941176470589,,3.1838235294117645,37.27,-121.86
18394,5.0292,18.0,6.439421338155515,1.0126582278481013,1753.0,3.1699819168173597,37.27,
18395,5.6876,,6.348265895953757,1.0245664739884393,2292.0,3.3121387283236996,37.27,-121.86
18396,5.6958,15.0,6.057840616966581,0.9884318766066839,2519.0,3.2377892030848328,37.23,
18397,4.5221,16.0,6.125,1.1590909090909092,667.0,2.5265151515151514,37.22,
18398,6.7287,16.0,7.192792792792793,0.972972972972973,2097.0,3.7783783783783784,,-121.77
18399,5.4218,16.0,6.0710227272727275,1.015625,,3.1818181818181817,37.23,-121.76
18400,5.6488,25.0,6.2253668763102725,1.0366876310272537,3275.0,3.4329140461215935,,-121.84
18401,,22.0,6.494103773584905,0.9917452830188679,2785.0,,37.23,
18402,6.7836,18.0,6.667910447761194,,,3.3638059701492535,37.24,-121.84
18403,,24.0,6.587798845836768,1.0601813685078318,4017.0,3.3116240725474033,37.24,
18404,,17.0,5.189822294022617,1.024232633279483,3934.0,3.1777059773828755,37.24,
18405,4.2885,,5.71733771569433,1.0682004930156122,,2.436318816762531,37.25,
18406,5.2166,17.0,,1.0066445182724253,,3.372093023255814,37.28,-121.83
18407,,20.0,6.91684434968017,1.1087420042643923,1769.0,3.771855010660981,37.27,-121.81
18408,,17.0,,0.9879356568364611,2693.0,3.6099195710455763,37.27,-121.8
18409,6.3566,16.0,,0.8794520547945206,1343.0,3.6794520547945204,37.27,-121.82
18410,,,4.9357495881383855,1.1449752883031301,2169.0,3.57331136738056,,-121.81
18411,4.8862,26.0,4.425396825396826,0.7555555555555555,990.0,3.142857142857143,37.26,
18412,2.875,18.0,,1.2509907529722588,,3.1136063408190227,37.26,
18413,7.3339,17.0,7.275092936802974,,,3.20817843866171,,-121.85
18414,4.2083,9.0,,1.1262135922330097,,2.574202496532594,37.27,
18415,5.0186,17.0,,,1904.0,3.7628458498023716,37.27,
18416,4.5615,8.0,,,2595.0,2.5267770204479065,37.27,-121.83
18417,5.5,16.0,6.691460055096419,1.0661157024793388,,3.56198347107438,,
18418,,14.0,7.454308093994778,0.9921671018276762,,3.7075718015665795,37.27,-121.83
18419,,10.0,5.144312393887946,0.9745331069609507,1623.0,,,-121.82
18420,5.5875,11.0,5.853300733496333,0.9853300733496333,1393.0,3.4058679706601467,37.26,
18421,4.0547,14.0,5.45,1.1016129032258064,1465.0,2.3629032258064515,37.26,-121.81
18422,5.9359,16.0,5.756024096385542,0.9849397590361446,1158.0,3.4879518072289155,,-121.81
18423,,20.0,4.567204301075269,1.0362903225806452,1231.0,1.6545698924731183,37.25,-121.81
18424,4.1926,12.0,,1.1033834586466165,,2.2857142857142856,37.25,-121.81
18425,4.5033,,,1.1011730205278591,1739.0,,37.26,-121.83
18426,3.9461,16.0,,1.023890784982935,,,37.25,-121.82
18427,3.1932,17.0,3.7431781701444624,1.0224719101123596,1636.0,2.626003210272873,37.25,-121.83
18428,5.6652,17.0,,0.9942196531791907,446.0,2.578034682080925,,-121.87
18429,5.5121,16.0,6.051612903225807,,,2.806451612903226,37.26,-121.86
18430,5.6223,24.0,6.988269794721408,,1146.0,3.3607038123167157,,-121.87
18431,6.4339,16.0,,0.9427609427609428,1030.0,3.468013468013468,37.26,-121.85
18432,7.4323,,,1.0271186440677966,1158.0,3.925423728813559,,
18433,,16.0,7.760683760683761,1.0299145299145298,793.0,3.388888888888889,37.26,
18434,5.0509,5.0,,1.0029498525073746,,2.433628318584071,37.26,-121.84
18435,5.5849,15.0,,1.0,1752.0,3.17967332123412,37.26,-121.83
18436,4.8355,17.0,5.346153846153846,1.0701357466063348,,3.0972850678733033,,-121.84
18437,3.7844,4.0,3.958795562599049,1.2282091917591125,1213.0,,,
18438,5.4939,20.0,6.215815485996705,1.028006589785832,,3.2372322899505765,,-121.85
18439,5.9164,,6.605194805194805,1.0077922077922077,1297.0,3.3688311688311687,37.24,-121.83
18440,,,5.721830985915493,,1978.0,3.482394366197183,37.24,-121.81
18441,6.0538,20.0,,0.9626485568760611,1944.0,3.300509337860781,,-121.82
18442,5.8305,24.0,6.181146025878004,0.9815157116451017,,3.268022181146026,37.25,-121.82
18443,5.1663,,6.186153846153847,,2178.0,3.350769230769231,37.25,-121.82
18444,4.4565,5.0,4.488636363636363,1.1818181818181819,861.0,1.9568181818181818,,-121.81
18445,,25.0,6.627831715210356,1.0080906148867315,2128.0,3.44336569579288,,-121.81
18446,7.5218,23.0,,1.006896551724138,2024.0,3.489655172413793,37.23,-121.82
18447,4.9688,25.0,6.133159268929504,,1266.0,3.3054830287206265,,-121.82
18448,,16.0,6.590551181102362,,850.0,3.3464566929133857,,-121.81
18449,6.3178,19.0,,1.0414634146341464,1497.0,3.651219512195122,,-121.81
18450,6.4328,24.0,6.333333333333333,0.968503937007874,1237.0,,37.23,-121.81
18451,,17.0,6.8609467455621305,,,3.1834319526627217,37.23,-121.81
18452,,17.0,,1.0058997050147493,1067.0,3.1474926253687316,37.24,-121.78
18453,,18.0,5.291044776119403,0.9626865671641791,1547.0,3.8482587064676617,37.22,
18454,,,,,1055.0,3.7017543859649122,37.23,-121.78
18455,6.0198,16.0,7.344262295081967,0.9836065573770492,,4.00327868852459,,-121.79
18456,,17.0,5.789340101522843,0.9111675126903553,1226.0,3.1116751269035534,37.23,
18457,5.9225,18.0,,1.0374753451676528,1663.0,3.280078895463511,,-121.8
18458,6.7385,18.0,6.846153846153846,,1284.0,3.405835543766578,,-121.8
18459,,10.0,5.740869565217391,,2190.0,3.8086956521739133,37.27,-121.8
18460,,16.0,,1.0035211267605635,,3.5035211267605635,37.26,
18461,4.6458,,4.901960784313726,1.0196078431372548,141.0,,37.26,-121.76
18462,,12.0,5.636563876651983,,5674.0,3.1244493392070485,,-121.77
18463,4.65,15.0,3.425806451612903,0.9935483870967742,,3.0258064516129033,37.2,-121.7
18464,,,6.7539267015706805,1.031413612565445,881.0,4.612565445026178,37.19,-121.74
18465,4.7386,21.0,5.7405405405405405,0.9675675675675676,631.0,3.4108108108108106,,-121.72
18466,,18.0,6.570539419087137,0.991701244813278,1414.0,2.933609958506224,37.11,-121.75
18467,6.7644,,6.825454545454545,1.069090909090909,1692.0,3.076363636363636,37.0,
18468,7.8601,16.0,7.922190201729107,1.0504322766570606,2051.0,2.9553314121037464,37.15,
18469,7.5,14.0,7.402810304449648,1.0624512099921937,,,,-121.6
18470,6.1684,13.0,,,2795.0,3.6583769633507854,37.15,
18471,4.175,14.0,5.604698672114402,,2823.0,2.8835546475995915,37.14,-121.64
18472,2.4821,17.0,4.716494845360825,,1110.0,2.8608247422680413,,-121.63
18473,5.2951,,,1.0925925925925926,1618.0,2.9962962962962965,,
18474,3.8788,20.0,5.140068886337543,1.060849598163031,2656.0,3.049368541905855,37.13,-121.66
18475,3.6895,14.0,5.316441441441442,1.125,,2.981981981981982,,-121.65
18476,5.1514,19.0,6.204918032786885,,2198.0,3.60327868852459,,-121.66
18477,,14.0,6.688195991091314,1.017817371937639,,3.2461024498886415,,-121.65
18478,4.9028,14.0,6.372151898734177,1.008860759493671,2124.0,2.688607594936709,37.1,
18479,5.6205,19.0,7.232300884955753,1.0685840707964602,,3.059734513274336,,-121.67
18480,6.4313,17.0,,1.0233690360272638,3439.0,3.3485881207400197,37.08,
18481,,21.0,5.946368715083799,,3011.0,3.364245810055866,37.06,
18482,3.625,24.0,5.174657534246576,1.0890410958904109,,,,-121.6
18483,,37.0,5.550522648083624,1.0557491289198606,1030.0,3.5888501742160277,37.09,-121.62
18484,4.3693,44.0,5.619718309859155,,1439.0,,,-121.58
18485,4.5714,18.0,6.362917398945519,1.0764499121265378,,3.662565905096661,37.0,
18486,4.9702,14.0,,1.0225281602002503,,,36.98,-121.57
18487,5.1519,15.0,,0.9647266313932981,1582.0,2.7901234567901234,37.01,-121.58
18488,,16.0,6.653846153846154,0.9461538461538461,,3.1,36.97,-121.59
18489,4.3227,16.0,,1.0077452667814113,3575.0,3.076592082616179,,-121.59
18490,5.6754,,6.682702149437052,1.0337768679631525,,3.143295803480041,,-121.61
18491,3.5551,16.0,4.581497797356828,1.0058737151248165,,3.499265785609398,,-121.58
18492,3.2019,27.0,4.9314775160599575,1.0085653104925054,1447.0,,37.02,-121.58
18493,4.4233,,,1.0449346405228759,,3.026143790849673,37.02,-121.59
18494,2.9417,17.0,4.751644736842105,1.0263157894736843,2681.0,4.409539473684211,,-121.57
